split,filename,question_id,rollout_idx,prefix_idx,label,prefix_words,total_words,token_length,distance_from_end,yes_count,no_count,total_resamples,mean_yes_position,cot_prefix_n_words,cot_prefix_n_chars
train,gpqa_chem_052_rollout_003_prefix_2.json,gpqa_chem_052,3,2,no,1326,4226,,2900,,,,,1326,7664
train,gpqa_chem_052_rollout_004_prefix_0.json,gpqa_chem_052,4,0,yes,1236,1261,,25,,,,,1236,6793
train,gpqa_chem_052_rollout_004_prefix_1.json,gpqa_chem_052,4,1,yes,1216,1261,,45,,,,,1216,6676
train,gpqa_chem_052_rollout_005_prefix_0.json,gpqa_chem_052,5,0,yes,743,768,,25,,,,,743,4075
train,gpqa_chem_052_rollout_006_prefix_0.json,gpqa_chem_052,6,0,yes,1659,1714,,55,,,,,1659,9140
train,gpqa_chem_052_rollout_006_prefix_1.json,gpqa_chem_052,6,1,no,1414,1714,,300,,,,,1414,7791
train,gpqa_chem_052_rollout_006_prefix_2.json,gpqa_chem_052,6,2,no,614,1714,,1100,,,,,614,3362
train,gpqa_chem_052_rollout_007_prefix_0.json,gpqa_chem_052,7,0,yes,3746,3771,,25,,,,,3746,21286
train,gpqa_chem_052_rollout_007_prefix_1.json,gpqa_chem_052,7,1,yes,3726,3771,,45,,,,,3726,21188
train,gpqa_chem_052_rollout_007_prefix_2.json,gpqa_chem_052,7,2,yes,3716,3771,,55,,,,,3716,21132
train,gpqa_chem_052_rollout_007_prefix_3.json,gpqa_chem_052,7,3,no,271,3771,,3500,,,,,271,1405
train,gpqa_chem_052_rollout_008_prefix_0.json,gpqa_chem_052,8,0,yes,2848,2893,,45,,,,,2848,16166
train,gpqa_chem_052_rollout_008_prefix_1.json,gpqa_chem_052,8,1,no,393,2893,,2500,,,,,393,2355
train,gpqa_chem_052_rollout_009_prefix_0.json,gpqa_chem_052,9,0,yes,2112,2157,,45,,,,,2112,11416
train,gpqa_chem_052_rollout_009_prefix_1.json,gpqa_chem_052,9,1,no,1857,2157,,300,,,,,1857,10027
train,gpqa_chem_052_rollout_010_prefix_0.json,gpqa_chem_052,10,0,yes,4190,4245,,55,,,,,4190,23523
train,gpqa_chem_052_rollout_010_prefix_1.json,gpqa_chem_052,10,1,no,3745,4245,,500,,,,,3745,21289
train,gpqa_chem_052_rollout_011_prefix_0.json,gpqa_chem_052,11,0,yes,1480,1535,,55,,,,,1480,8172
train,gpqa_chem_052_rollout_012_prefix_0.json,gpqa_chem_052,12,0,no,674,2574,,1900,,,,,674,3605
train,gpqa_chem_052_rollout_013_prefix_0.json,gpqa_chem_052,13,0,yes,2557,2592,,35,,,,,2557,13950
train,gpqa_chem_052_rollout_013_prefix_1.json,gpqa_chem_052,13,1,no,2292,2592,,300,,,,,2292,12428
train,gpqa_chem_052_rollout_015_prefix_0.json,gpqa_chem_052,15,0,yes,3495,3540,,45,,,,,3495,19372
train,gpqa_chem_052_rollout_015_prefix_1.json,gpqa_chem_052,15,1,yes,3485,3540,,55,,,,,3485,19311
train,gpqa_chem_052_rollout_015_prefix_2.json,gpqa_chem_052,15,2,no,2240,3540,,1300,,,,,2240,12443
train,gpqa_chem_052_rollout_015_prefix_3.json,gpqa_chem_052,15,3,no,1440,3540,,2100,,,,,1440,8185
train,gpqa_chem_052_rollout_015_prefix_4.json,gpqa_chem_052,15,4,no,1040,3540,,2500,,,,,1040,5967
train,gpqa_chem_052_rollout_016_prefix_0.json,gpqa_chem_052,16,0,yes,1519,1544,,25,,,,,1519,8467
train,gpqa_chem_052_rollout_018_prefix_0.json,gpqa_chem_052,18,0,yes,2754,2809,,55,,,,,2754,15238
train,gpqa_chem_052_rollout_018_prefix_1.json,gpqa_chem_052,18,1,no,2309,2809,,500,,,,,2309,12697
train,gpqa_chem_052_rollout_018_prefix_2.json,gpqa_chem_052,18,2,no,1509,2809,,1300,,,,,1509,8314
train,gpqa_chem_052_rollout_019_prefix_0.json,gpqa_chem_052,19,0,yes,2362,2387,,25,,,,,2362,13101
train,gpqa_chem_052_rollout_020_prefix_0.json,gpqa_chem_052,20,0,yes,1982,2007,,25,,,,,1982,10782
train,gpqa_chem_052_rollout_021_prefix_0.json,gpqa_chem_052,21,0,yes,1755,1780,,25,,,,,1755,9495
train,gpqa_chem_052_rollout_022_prefix_0.json,gpqa_chem_052,22,0,yes,2921,2956,,35,,,,,2921,15452
train,gpqa_chem_052_rollout_022_prefix_1.json,gpqa_chem_052,22,1,yes,2911,2956,,45,,,,,2911,15382
train,gpqa_chem_052_rollout_026_prefix_0.json,gpqa_chem_052,26,0,yes,3782,3807,,25,,,,,3782,21077
train,gpqa_chem_052_rollout_026_prefix_1.json,gpqa_chem_052,26,1,yes,3762,3807,,45,,,,,3762,21008
train,gpqa_chem_052_rollout_026_prefix_2.json,gpqa_chem_052,26,2,no,1907,3807,,1900,,,,,1907,10756
train,gpqa_chem_052_rollout_027_prefix_0.json,gpqa_chem_052,27,0,no,678,3378,,2700,,,,,678,3725
train,gpqa_chem_052_rollout_028_prefix_0.json,gpqa_chem_052,28,0,no,810,2910,,2100,,,,,810,4466
train,gpqa_chem_052_rollout_029_prefix_0.json,gpqa_chem_052,29,0,yes,3092,3127,,35,,,,,3092,17061
train,gpqa_chem_052_rollout_029_prefix_1.json,gpqa_chem_052,29,1,yes,3082,3127,,45,,,,,3082,16999
train,gpqa_chem_053_rollout_001_prefix_0.json,gpqa_chem_053,1,0,no,1807,5107,,3300,,,,,1807,10358
train,gpqa_chem_053_rollout_002_prefix_0.json,gpqa_chem_053,2,0,yes,4542,4567,,25,,,,,4542,25446
train,gpqa_chem_053_rollout_002_prefix_1.json,gpqa_chem_053,2,1,yes,4522,4567,,45,,,,,4522,25352
train,gpqa_chem_053_rollout_002_prefix_2.json,gpqa_chem_053,2,2,no,2667,4567,,1900,,,,,2667,15411
train,gpqa_chem_053_rollout_002_prefix_3.json,gpqa_chem_053,2,3,no,267,4567,,4300,,,,,267,1568
train,gpqa_chem_053_rollout_003_prefix_0.json,gpqa_chem_053,3,0,yes,6379,6414,,35,,,,,6379,36548
train,gpqa_chem_053_rollout_003_prefix_1.json,gpqa_chem_053,3,1,yes,6359,6414,,55,,,,,6359,36423
train,gpqa_chem_053_rollout_003_prefix_2.json,gpqa_chem_053,3,2,no,6114,6414,,300,,,,,6114,34999
train,gpqa_chem_053_rollout_003_prefix_3.json,gpqa_chem_053,3,3,no,1714,6414,,4700,,,,,1714,10103
train,gpqa_chem_053_rollout_004_prefix_0.json,gpqa_chem_053,4,0,no,4509,5809,,1300,,,,,4509,24903
train,gpqa_chem_053_rollout_005_prefix_0.json,gpqa_chem_053,5,0,no,4382,6282,,1900,,,,,4382,24216
train,gpqa_chem_053_rollout_005_prefix_1.json,gpqa_chem_053,5,1,no,2182,6282,,4100,,,,,2182,12442
train,gpqa_chem_053_rollout_006_prefix_0.json,gpqa_chem_053,6,0,yes,5007,5042,,35,,,,,5007,28339
train,gpqa_chem_053_rollout_006_prefix_1.json,gpqa_chem_053,6,1,no,3142,5042,,1900,,,,,3142,18638
train,gpqa_chem_053_rollout_007_prefix_0.json,gpqa_chem_053,7,0,yes,3839,3884,,45,,,,,3839,21686
train,gpqa_chem_053_rollout_008_prefix_0.json,gpqa_chem_053,8,0,yes,6521,6556,,35,,,,,6521,37274
train,gpqa_chem_053_rollout_008_prefix_1.json,gpqa_chem_053,8,1,no,5856,6556,,700,,,,,5856,34010
train,gpqa_chem_053_rollout_008_prefix_2.json,gpqa_chem_053,8,2,no,5056,6556,,1500,,,,,5056,29552
train,gpqa_chem_053_rollout_008_prefix_3.json,gpqa_chem_053,8,3,no,2456,6556,,4100,,,,,2456,15017
train,gpqa_chem_053_rollout_008_prefix_4.json,gpqa_chem_053,8,4,no,856,6556,,5700,,,,,856,5159
train,gpqa_chem_053_rollout_008_prefix_5.json,gpqa_chem_053,8,5,no,256,6556,,6300,,,,,256,1546
train,gpqa_chem_053_rollout_008_prefix_6.json,gpqa_chem_053,8,6,no,56,6556,,6500,,,,,56,292
train,gpqa_chem_053_rollout_009_prefix_0.json,gpqa_chem_053,9,0,yes,3164,3199,,35,,,,,3164,17699
train,gpqa_chem_053_rollout_009_prefix_1.json,gpqa_chem_053,9,1,yes,3144,3199,,55,,,,,3144,17594
train,gpqa_chem_053_rollout_010_prefix_0.json,gpqa_chem_053,10,0,yes,4730,4765,,35,,,,,4730,27657
train,gpqa_chem_053_rollout_010_prefix_1.json,gpqa_chem_053,10,1,no,2465,4765,,2300,,,,,2465,14555
train,gpqa_chem_053_rollout_010_prefix_2.json,gpqa_chem_053,10,2,no,65,4765,,4700,,,,,65,378
train,gpqa_chem_053_rollout_011_prefix_0.json,gpqa_chem_053,11,0,yes,6383,6418,,35,,,,,6383,34955
train,gpqa_chem_053_rollout_011_prefix_1.json,gpqa_chem_053,11,1,yes,6373,6418,,45,,,,,6373,34892
train,gpqa_chem_053_rollout_011_prefix_2.json,gpqa_chem_053,11,2,no,5918,6418,,500,,,,,5918,32314
train,gpqa_chem_053_rollout_011_prefix_3.json,gpqa_chem_053,11,3,no,5518,6418,,900,,,,,5518,30111
train,gpqa_chem_053_rollout_011_prefix_4.json,gpqa_chem_053,11,4,no,4718,6418,,1700,,,,,4718,25772
train,gpqa_chem_053_rollout_011_prefix_5.json,gpqa_chem_053,11,5,no,1918,6418,,4500,,,,,1918,11092
train,gpqa_chem_053_rollout_011_prefix_6.json,gpqa_chem_053,11,6,no,1318,6418,,5100,,,,,1318,7412
train,gpqa_chem_053_rollout_012_prefix_0.json,gpqa_chem_053,12,0,yes,6731,6786,,55,,,,,6731,36708
train,gpqa_chem_053_rollout_012_prefix_1.json,gpqa_chem_053,12,1,no,5686,6786,,1100,,,,,5686,31156
train,gpqa_chem_053_rollout_013_prefix_0.json,gpqa_chem_053,13,0,yes,4334,4379,,45,,,,,4334,25001
train,gpqa_chem_053_rollout_013_prefix_1.json,gpqa_chem_053,13,1,yes,4324,4379,,55,,,,,4324,24949
train,gpqa_chem_053_rollout_013_prefix_2.json,gpqa_chem_053,13,2,no,3279,4379,,1100,,,,,3279,19231
train,gpqa_chem_053_rollout_014_prefix_0.json,gpqa_chem_053,14,0,yes,5526,5551,,25,,,,,5526,32596
train,gpqa_chem_053_rollout_014_prefix_1.json,gpqa_chem_053,14,1,no,5251,5551,,300,,,,,5251,30934
train,gpqa_chem_053_rollout_014_prefix_2.json,gpqa_chem_053,14,2,no,3851,5551,,1700,,,,,3851,23035
train,gpqa_chem_053_rollout_014_prefix_3.json,gpqa_chem_053,14,3,no,3451,5551,,2100,,,,,3451,20688
train,gpqa_chem_053_rollout_015_prefix_0.json,gpqa_chem_053,15,0,yes,3614,3659,,45,,,,,3614,19482
train,gpqa_chem_053_rollout_015_prefix_1.json,gpqa_chem_053,15,1,no,2359,3659,,1300,,,,,2359,13265
train,gpqa_chem_053_rollout_015_prefix_2.json,gpqa_chem_053,15,2,no,759,3659,,2900,,,,,759,4582
train,gpqa_chem_053_rollout_016_prefix_0.json,gpqa_chem_053,16,0,yes,5678,5713,,35,,,,,5678,32523
train,gpqa_chem_053_rollout_016_prefix_1.json,gpqa_chem_053,16,1,yes,5668,5713,,45,,,,,5668,32463
train,gpqa_chem_053_rollout_016_prefix_2.json,gpqa_chem_053,16,2,no,3813,5713,,1900,,,,,3813,22469
train,gpqa_chem_053_rollout_016_prefix_3.json,gpqa_chem_053,16,3,no,1413,5713,,4300,,,,,1413,8586
train,gpqa_chem_053_rollout_017_prefix_0.json,gpqa_chem_053,17,0,yes,4717,4762,,45,,,,,4717,26946
train,gpqa_chem_053_rollout_018_prefix_0.json,gpqa_chem_053,18,0,yes,6678,6713,,35,,,,,6678,36390
train,gpqa_chem_053_rollout_018_prefix_1.json,gpqa_chem_053,18,1,no,413,6713,,6300,,,,,413,2427
train,gpqa_chem_053_rollout_019_prefix_0.json,gpqa_chem_053,19,0,yes,4832,4857,,25,,,,,4832,27573
train,gpqa_chem_053_rollout_020_prefix_0.json,gpqa_chem_053,20,0,yes,3763,3808,,45,,,,,3763,21205
train,gpqa_chem_053_rollout_020_prefix_1.json,gpqa_chem_053,20,1,yes,3753,3808,,55,,,,,3753,21148
train,gpqa_chem_053_rollout_020_prefix_2.json,gpqa_chem_053,20,2,no,908,3808,,2900,,,,,908,5359
train,gpqa_chem_053_rollout_020_prefix_3.json,gpqa_chem_053,20,3,no,508,3808,,3300,,,,,508,2997
train,gpqa_chem_053_rollout_022_prefix_0.json,gpqa_chem_053,22,0,no,2317,3817,,1500,,,,,2317,13694
train,gpqa_chem_053_rollout_023_prefix_0.json,gpqa_chem_053,23,0,no,679,2779,,2100,,,,,679,4098
train,gpqa_chem_053_rollout_024_prefix_0.json,gpqa_chem_053,24,0,yes,5085,5110,,25,,,,,5085,28971
train,gpqa_chem_053_rollout_024_prefix_1.json,gpqa_chem_053,24,1,yes,5065,5110,,45,,,,,5065,28842
train,gpqa_chem_053_rollout_024_prefix_2.json,gpqa_chem_053,24,2,no,3210,5110,,1900,,,,,3210,18637
train,gpqa_chem_053_rollout_024_prefix_3.json,gpqa_chem_053,24,3,no,1810,5110,,3300,,,,,1810,11003
train,gpqa_chem_053_rollout_024_prefix_4.json,gpqa_chem_053,24,4,no,1210,5110,,3900,,,,,1210,7352
train,gpqa_chem_053_rollout_025_prefix_0.json,gpqa_chem_053,25,0,yes,6534,6569,,35,,,,,6534,37565
train,gpqa_chem_053_rollout_025_prefix_1.json,gpqa_chem_053,25,1,yes,6524,6569,,45,,,,,6524,37517
train,gpqa_chem_053_rollout_026_prefix_0.json,gpqa_chem_053,26,0,yes,6949,6984,,35,,,,,6949,39909
train,gpqa_chem_053_rollout_026_prefix_1.json,gpqa_chem_053,26,1,no,4884,6984,,2100,,,,,4884,28486
train,gpqa_chem_053_rollout_026_prefix_2.json,gpqa_chem_053,26,2,no,2684,6984,,4300,,,,,2684,16091
train,gpqa_chem_053_rollout_026_prefix_3.json,gpqa_chem_053,26,3,no,2484,6984,,4500,,,,,2484,14948
train,gpqa_chem_053_rollout_026_prefix_4.json,gpqa_chem_053,26,4,no,1684,6984,,5300,,,,,1684,10165
train,gpqa_chem_053_rollout_027_prefix_0.json,gpqa_chem_053,27,0,no,5451,6351,,900,,,,,5451,30819
train,gpqa_chem_053_rollout_027_prefix_1.json,gpqa_chem_053,27,1,no,1851,6351,,4500,,,,,1851,11156
train,gpqa_chem_053_rollout_028_prefix_0.json,gpqa_chem_053,28,0,yes,3751,3786,,35,,,,,3751,21019
train,gpqa_chem_053_rollout_028_prefix_1.json,gpqa_chem_053,28,1,yes,3741,3786,,45,,,,,3741,20968
train,gpqa_chem_053_rollout_028_prefix_2.json,gpqa_chem_053,28,2,no,3086,3786,,700,,,,,3086,17562
train,gpqa_chem_053_rollout_028_prefix_3.json,gpqa_chem_053,28,3,no,2886,3786,,900,,,,,2886,16550
train,gpqa_chem_053_rollout_029_prefix_0.json,gpqa_chem_053,29,0,no,4232,4932,,700,,,,,4232,23189
train,gpqa_chem_053_rollout_029_prefix_1.json,gpqa_chem_053,29,1,no,3632,4932,,1300,,,,,3632,19906
train,gpqa_chem_054_rollout_000_prefix_0.json,gpqa_chem_054,0,0,yes,1534,1569,,35,,,,,1534,9903
train,gpqa_chem_054_rollout_000_prefix_1.json,gpqa_chem_054,0,1,no,1269,1569,,300,,,,,1269,8239
train,gpqa_chem_054_rollout_000_prefix_2.json,gpqa_chem_054,0,2,no,269,1569,,1300,,,,,269,1838
train,gpqa_chem_054_rollout_001_prefix_0.json,gpqa_chem_054,1,0,no,809,1909,,1100,,,,,809,5331
train,gpqa_chem_054_rollout_002_prefix_0.json,gpqa_chem_054,2,0,yes,1908,1953,,45,,,,,1908,12381
train,gpqa_chem_054_rollout_002_prefix_1.json,gpqa_chem_054,2,1,yes,1898,1953,,55,,,,,1898,12300
train,gpqa_chem_054_rollout_002_prefix_2.json,gpqa_chem_054,2,2,no,853,1953,,1100,,,,,853,5689
train,gpqa_chem_054_rollout_002_prefix_3.json,gpqa_chem_054,2,3,no,253,1953,,1700,,,,,253,1702
train,gpqa_chem_054_rollout_003_prefix_0.json,gpqa_chem_054,3,0,yes,1275,1300,,25,,,,,1275,8072
train,gpqa_chem_054_rollout_003_prefix_1.json,gpqa_chem_054,3,1,no,400,1300,,900,,,,,400,2586
train,gpqa_chem_054_rollout_003_prefix_2.json,gpqa_chem_054,3,2,no,200,1300,,1100,,,,,200,1300
train,gpqa_chem_054_rollout_005_prefix_0.json,gpqa_chem_054,5,0,yes,915,950,,35,,,,,915,6164
train,gpqa_chem_054_rollout_006_prefix_0.json,gpqa_chem_054,6,0,yes,995,1030,,35,,,,,995,6559
train,gpqa_chem_054_rollout_006_prefix_1.json,gpqa_chem_054,6,1,yes,985,1030,,45,,,,,985,6493
train,gpqa_chem_054_rollout_006_prefix_2.json,gpqa_chem_054,6,2,yes,975,1030,,55,,,,,975,6426
train,gpqa_chem_054_rollout_007_prefix_0.json,gpqa_chem_054,7,0,yes,913,948,,35,,,,,913,6025
train,gpqa_chem_054_rollout_007_prefix_1.json,gpqa_chem_054,7,1,yes,893,948,,55,,,,,893,5885
train,gpqa_chem_054_rollout_007_prefix_2.json,gpqa_chem_054,7,2,no,448,948,,500,,,,,448,3045
train,gpqa_chem_054_rollout_008_prefix_0.json,gpqa_chem_054,8,0,no,107,2207,,2100,,,,,107,721
train,gpqa_chem_054_rollout_010_prefix_0.json,gpqa_chem_054,10,0,yes,1032,1077,,45,,,,,1032,6660
train,gpqa_chem_054_rollout_010_prefix_1.json,gpqa_chem_054,10,1,yes,1022,1077,,55,,,,,1022,6599
train,gpqa_chem_054_rollout_011_prefix_0.json,gpqa_chem_054,11,0,yes,518,553,,35,,,,,518,3520
train,gpqa_chem_054_rollout_012_prefix_0.json,gpqa_chem_054,12,0,no,1158,1458,,300,,,,,1158,7653
train,gpqa_chem_054_rollout_012_prefix_1.json,gpqa_chem_054,12,1,no,358,1458,,1100,,,,,358,2423
train,gpqa_chem_054_rollout_013_prefix_0.json,gpqa_chem_054,13,0,yes,1287,1332,,45,,,,,1287,8602
train,gpqa_chem_054_rollout_014_prefix_0.json,gpqa_chem_054,14,0,yes,1025,1050,,25,,,,,1025,6658
train,gpqa_chem_054_rollout_014_prefix_1.json,gpqa_chem_054,14,1,yes,995,1050,,55,,,,,995,6468
train,gpqa_chem_054_rollout_014_prefix_2.json,gpqa_chem_054,14,2,no,150,1050,,900,,,,,150,975
train,gpqa_chem_054_rollout_015_prefix_0.json,gpqa_chem_054,15,0,yes,1053,1098,,45,,,,,1053,7160
train,gpqa_chem_054_rollout_016_prefix_0.json,gpqa_chem_054,16,0,yes,2155,2200,,45,,,,,2155,14142
train,gpqa_chem_054_rollout_016_prefix_1.json,gpqa_chem_054,16,1,no,1700,2200,,500,,,,,1700,11111
train,gpqa_chem_054_rollout_016_prefix_2.json,gpqa_chem_054,16,2,no,1100,2200,,1100,,,,,1100,7210
train,gpqa_chem_054_rollout_016_prefix_3.json,gpqa_chem_054,16,3,no,500,2200,,1700,,,,,500,3280
train,gpqa_chem_054_rollout_017_prefix_0.json,gpqa_chem_054,17,0,yes,1011,1036,,25,,,,,1011,6526
train,gpqa_chem_054_rollout_017_prefix_1.json,gpqa_chem_054,17,1,yes,1001,1036,,35,,,,,1001,6459
train,gpqa_chem_054_rollout_017_prefix_2.json,gpqa_chem_054,17,2,yes,991,1036,,45,,,,,991,6408
train,gpqa_chem_054_rollout_017_prefix_3.json,gpqa_chem_054,17,3,no,136,1036,,900,,,,,136,911
train,gpqa_chem_054_rollout_018_prefix_0.json,gpqa_chem_054,18,0,yes,642,687,,45,,,,,642,4239
train,gpqa_chem_054_rollout_021_prefix_0.json,gpqa_chem_054,21,0,yes,1313,1368,,55,,,,,1313,8678
train,gpqa_chem_054_rollout_022_prefix_0.json,gpqa_chem_054,22,0,yes,1648,1673,,25,,,,,1648,10670
train,gpqa_chem_054_rollout_022_prefix_1.json,gpqa_chem_054,22,1,yes,1638,1673,,35,,,,,1638,10606
train,gpqa_chem_054_rollout_023_prefix_0.json,gpqa_chem_054,23,0,yes,656,681,,25,,,,,656,4174
train,gpqa_chem_054_rollout_024_prefix_0.json,gpqa_chem_054,24,0,yes,2934,2959,,25,,,,,2934,19157
train,gpqa_chem_054_rollout_024_prefix_1.json,gpqa_chem_054,24,1,yes,2914,2959,,45,,,,,2914,19036
train,gpqa_chem_054_rollout_024_prefix_2.json,gpqa_chem_054,24,2,no,659,2959,,2300,,,,,659,4390
train,gpqa_chem_054_rollout_025_prefix_0.json,gpqa_chem_054,25,0,yes,1464,1519,,55,,,,,1464,9304
train,gpqa_chem_054_rollout_025_prefix_1.json,gpqa_chem_054,25,1,no,819,1519,,700,,,,,819,5316
train,gpqa_chem_054_rollout_025_prefix_2.json,gpqa_chem_054,25,2,no,419,1519,,1100,,,,,419,2826
train,gpqa_chem_054_rollout_026_prefix_0.json,gpqa_chem_054,26,0,no,447,1147,,700,,,,,447,3054
train,gpqa_chem_054_rollout_027_prefix_0.json,gpqa_chem_054,27,0,yes,942,967,,25,,,,,942,6153
train,gpqa_chem_054_rollout_027_prefix_1.json,gpqa_chem_054,27,1,yes,912,967,,55,,,,,912,5942
train,gpqa_chem_054_rollout_028_prefix_0.json,gpqa_chem_054,28,0,yes,1428,1473,,45,,,,,1428,9476
train,gpqa_chem_054_rollout_028_prefix_1.json,gpqa_chem_054,28,1,no,973,1473,,500,,,,,973,6440
train,gpqa_chem_054_rollout_029_prefix_0.json,gpqa_chem_054,29,0,yes,1941,1996,,55,,,,,1941,12624
train,gpqa_chem_055_rollout_001_prefix_0.json,gpqa_chem_055,1,0,yes,3247,3302,,55,,,,,3247,17294
train,gpqa_chem_055_rollout_001_prefix_1.json,gpqa_chem_055,1,1,no,2402,3302,,900,,,,,2402,12690
train,gpqa_chem_055_rollout_002_prefix_0.json,gpqa_chem_055,2,0,yes,1978,2033,,55,,,,,1978,9774
train,gpqa_chem_055_rollout_003_prefix_0.json,gpqa_chem_055,3,0,no,1576,2276,,700,,,,,1576,8164
train,gpqa_chem_055_rollout_005_prefix_0.json,gpqa_chem_055,5,0,yes,3135,3180,,45,,,,,3135,16685
train,gpqa_chem_055_rollout_006_prefix_0.json,gpqa_chem_055,6,0,yes,2912,2967,,55,,,,,2912,14935
train,gpqa_chem_055_rollout_006_prefix_1.json,gpqa_chem_055,6,1,no,2667,2967,,300,,,,,2667,13784
train,gpqa_chem_055_rollout_006_prefix_2.json,gpqa_chem_055,6,2,no,467,2967,,2500,,,,,467,2181
train,gpqa_chem_055_rollout_006_prefix_3.json,gpqa_chem_055,6,3,no,67,2967,,2900,,,,,67,353
train,gpqa_chem_055_rollout_007_prefix_0.json,gpqa_chem_055,7,0,yes,2117,2152,,35,,,,,2117,11012
train,gpqa_chem_055_rollout_007_prefix_1.json,gpqa_chem_055,7,1,yes,2097,2152,,55,,,,,2097,10906
train,gpqa_chem_055_rollout_008_prefix_0.json,gpqa_chem_055,8,0,yes,1998,2053,,55,,,,,1998,10408
train,gpqa_chem_055_rollout_009_prefix_0.json,gpqa_chem_055,9,0,yes,2086,2121,,35,,,,,2086,10594
train,gpqa_chem_055_rollout_009_prefix_1.json,gpqa_chem_055,9,1,yes,2066,2121,,55,,,,,2066,10517
train,gpqa_chem_055_rollout_010_prefix_0.json,gpqa_chem_055,10,0,yes,3217,3242,,25,,,,,3217,16865
train,gpqa_chem_055_rollout_010_prefix_1.json,gpqa_chem_055,10,1,yes,3207,3242,,35,,,,,3207,16811
train,gpqa_chem_055_rollout_010_prefix_2.json,gpqa_chem_055,10,2,yes,3197,3242,,45,,,,,3197,16754
train,gpqa_chem_055_rollout_010_prefix_3.json,gpqa_chem_055,10,3,no,942,3242,,2300,,,,,942,4629
train,gpqa_chem_055_rollout_010_prefix_4.json,gpqa_chem_055,10,4,no,142,3242,,3100,,,,,142,703
train,gpqa_chem_055_rollout_011_prefix_0.json,gpqa_chem_055,11,0,yes,1815,1840,,25,,,,,1815,9202
train,gpqa_chem_055_rollout_011_prefix_1.json,gpqa_chem_055,11,1,yes,1795,1840,,45,,,,,1795,9108
train,gpqa_chem_055_rollout_011_prefix_2.json,gpqa_chem_055,11,2,no,140,1840,,1700,,,,,140,723
train,gpqa_chem_055_rollout_012_prefix_0.json,gpqa_chem_055,12,0,no,1034,1734,,700,,,,,1034,5210
train,gpqa_chem_055_rollout_013_prefix_0.json,gpqa_chem_055,13,0,yes,1938,1963,,25,,,,,1938,9811
train,gpqa_chem_055_rollout_013_prefix_1.json,gpqa_chem_055,13,1,yes,1918,1963,,45,,,,,1918,9701
train,gpqa_chem_055_rollout_013_prefix_2.json,gpqa_chem_055,13,2,yes,1908,1963,,55,,,,,1908,9657
train,gpqa_chem_055_rollout_013_prefix_3.json,gpqa_chem_055,13,3,no,63,1963,,1900,,,,,63,312
train,gpqa_chem_055_rollout_014_prefix_0.json,gpqa_chem_055,14,0,yes,1530,1555,,25,,,,,1530,7621
train,gpqa_chem_055_rollout_014_prefix_1.json,gpqa_chem_055,14,1,yes,1510,1555,,45,,,,,1510,7521
train,gpqa_chem_055_rollout_014_prefix_2.json,gpqa_chem_055,14,2,no,455,1555,,1100,,,,,455,2214
train,gpqa_chem_055_rollout_015_prefix_0.json,gpqa_chem_055,15,0,yes,2115,2140,,25,,,,,2115,10676
train,gpqa_chem_055_rollout_015_prefix_1.json,gpqa_chem_055,15,1,yes,2095,2140,,45,,,,,2095,10583
train,gpqa_chem_055_rollout_015_prefix_2.json,gpqa_chem_055,15,2,yes,2085,2140,,55,,,,,2085,10532
train,gpqa_chem_055_rollout_015_prefix_3.json,gpqa_chem_055,15,3,no,1440,2140,,700,,,,,1440,7246
train,gpqa_chem_055_rollout_015_prefix_4.json,gpqa_chem_055,15,4,no,840,2140,,1300,,,,,840,4009
train,gpqa_chem_055_rollout_015_prefix_5.json,gpqa_chem_055,15,5,no,240,2140,,1900,,,,,240,1254
train,gpqa_chem_055_rollout_015_prefix_6.json,gpqa_chem_055,15,6,no,40,2140,,2100,,,,,40,225
train,gpqa_chem_055_rollout_016_prefix_0.json,gpqa_chem_055,16,0,yes,2358,2383,,25,,,,,2358,12424
train,gpqa_chem_055_rollout_016_prefix_1.json,gpqa_chem_055,16,1,yes,2338,2383,,45,,,,,2338,12315
train,gpqa_chem_055_rollout_017_prefix_0.json,gpqa_chem_055,17,0,no,1130,3030,,1900,,,,,1130,5609
train,gpqa_chem_055_rollout_017_prefix_1.json,gpqa_chem_055,17,1,no,730,3030,,2300,,,,,730,3613
train,gpqa_chem_055_rollout_018_prefix_0.json,gpqa_chem_055,18,0,yes,1672,1707,,35,,,,,1672,8389
train,gpqa_chem_055_rollout_018_prefix_1.json,gpqa_chem_055,18,1,no,407,1707,,1300,,,,,407,1951
train,gpqa_chem_055_rollout_020_prefix_0.json,gpqa_chem_055,20,0,no,1752,2052,,300,,,,,1752,8906
train,gpqa_chem_055_rollout_020_prefix_1.json,gpqa_chem_055,20,1,no,1552,2052,,500,,,,,1552,7825
train,gpqa_chem_055_rollout_020_prefix_2.json,gpqa_chem_055,20,2,no,952,2052,,1100,,,,,952,4664
train,gpqa_chem_055_rollout_021_prefix_0.json,gpqa_chem_055,21,0,yes,2082,2117,,35,,,,,2082,10744
train,gpqa_chem_055_rollout_021_prefix_1.json,gpqa_chem_055,21,1,yes,2062,2117,,55,,,,,2062,10635
train,gpqa_chem_055_rollout_021_prefix_2.json,gpqa_chem_055,21,2,no,1817,2117,,300,,,,,1817,9442
train,gpqa_chem_055_rollout_022_prefix_0.json,gpqa_chem_055,22,0,yes,2617,2672,,55,,,,,2617,13453
train,gpqa_chem_055_rollout_024_prefix_0.json,gpqa_chem_055,24,0,yes,1669,1724,,55,,,,,1669,8403
