split,filename,question_id,rollout_idx,prefix_idx,label,family,n_words,n_tokens
train,dd_1126_rollout_000_prefix_2.json,dd_1126,0,2,no,daily_dilemmas,1067,1372
train,dd_1126_rollout_003_prefix_1.json,dd_1126,3,1,no,daily_dilemmas,211,370
train,dd_1126_rollout_006_prefix_0.json,dd_1126,6,0,yes,daily_dilemmas,1132,1451
train,dd_1126_rollout_010_prefix_0.json,dd_1126,10,0,no,daily_dilemmas,444,643
train,dd_1126_rollout_014_prefix_1.json,dd_1126,14,1,no,daily_dilemmas,740,1011
train,dd_1126_rollout_020_prefix_0.json,dd_1126,20,0,yes,daily_dilemmas,1132,1431
train,dd_1126_rollout_020_prefix_1.json,dd_1126,20,1,no,daily_dilemmas,867,1123
train,dd_1126_rollout_020_prefix_2.json,dd_1126,20,2,no,daily_dilemmas,467,661
train,dd_1126_rollout_028_prefix_2.json,dd_1126,28,2,no,daily_dilemmas,511,726
train,dd_1136_rollout_002_prefix_0.json,dd_1136,2,0,yes,daily_dilemmas,609,849
train,dd_1136_rollout_012_prefix_0.json,dd_1136,12,0,yes,daily_dilemmas,387,568
train,dd_1136_rollout_016_prefix_2.json,dd_1136,16,2,yes,daily_dilemmas,661,916
train,dd_1136_rollout_018_prefix_3.json,dd_1136,18,3,no,daily_dilemmas,341,526
train,dd_1136_rollout_029_prefix_1.json,dd_1136,29,1,no,daily_dilemmas,348,526
train,dd_1148_rollout_000_prefix_0.json,dd_1148,0,0,no,daily_dilemmas,374,557
train,dd_1148_rollout_003_prefix_2.json,dd_1148,3,2,no,daily_dilemmas,395,596
train,dd_1148_rollout_017_prefix_1.json,dd_1148,17,1,no,daily_dilemmas,233,385
train,dd_1148_rollout_024_prefix_0.json,dd_1148,24,0,yes,daily_dilemmas,694,928
train,dd_1148_rollout_026_prefix_1.json,dd_1148,26,1,yes,daily_dilemmas,1112,1472
train,dd_1157_rollout_019_prefix_0.json,dd_1157,19,0,yes,daily_dilemmas,722,945
train,dd_1157_rollout_020_prefix_2.json,dd_1157,20,2,no,daily_dilemmas,176,299
train,dd_1157_rollout_026_prefix_1.json,dd_1157,26,1,no,daily_dilemmas,160,279
train,dd_1157_rollout_028_prefix_1.json,dd_1157,28,1,no,daily_dilemmas,304,459
train,dd_1159_rollout_003_prefix_0.json,dd_1159,3,0,no,daily_dilemmas,58,169
train,dd_1159_rollout_006_prefix_2.json,dd_1159,6,2,no,daily_dilemmas,488,683
train,dd_1159_rollout_007_prefix_0.json,dd_1159,7,0,no,daily_dilemmas,658,902
train,dd_1159_rollout_017_prefix_2.json,dd_1159,17,2,yes,daily_dilemmas,936,1239
train,dd_1159_rollout_027_prefix_0.json,dd_1159,27,0,no,daily_dilemmas,648,895
train,dd_1163_rollout_002_prefix_0.json,dd_1163,2,0,no,daily_dilemmas,458,645
train,dd_1163_rollout_025_prefix_1.json,dd_1163,25,1,no,daily_dilemmas,395,566
train,dd_1163_rollout_029_prefix_2.json,dd_1163,29,2,no,daily_dilemmas,46,148
train,dd_1168_rollout_002_prefix_0.json,dd_1168,2,0,yes,daily_dilemmas,676,930
train,dd_1168_rollout_005_prefix_1.json,dd_1168,5,1,yes,daily_dilemmas,606,832
train,dd_1168_rollout_012_prefix_1.json,dd_1168,12,1,yes,daily_dilemmas,722,995
train,dd_1168_rollout_017_prefix_0.json,dd_1168,17,0,yes,daily_dilemmas,582,810
train,dd_1168_rollout_018_prefix_1.json,dd_1168,18,1,no,daily_dilemmas,367,550
train,dd_1168_rollout_027_prefix_1.json,dd_1168,27,1,no,daily_dilemmas,809,1061
train,dd_1168_rollout_027_prefix_2.json,dd_1168,27,2,no,daily_dilemmas,209,339
train,dd_1168_rollout_028_prefix_4.json,dd_1168,28,4,no,daily_dilemmas,494,698
train,dd_1168_rollout_029_prefix_0.json,dd_1168,29,0,yes,daily_dilemmas,1050,1389
train,dd_1170_rollout_004_prefix_2.json,dd_1170,4,2,no,daily_dilemmas,188,340
train,dd_1170_rollout_009_prefix_1.json,dd_1170,9,1,yes,daily_dilemmas,694,973
train,dd_1170_rollout_011_prefix_1.json,dd_1170,11,1,no,daily_dilemmas,432,644
train,dd_1170_rollout_014_prefix_1.json,dd_1170,14,1,no,daily_dilemmas,27,145
train,dd_1170_rollout_025_prefix_3.json,dd_1170,25,3,no,daily_dilemmas,328,506
train,dd_1170_rollout_029_prefix_1.json,dd_1170,29,1,yes,daily_dilemmas,599,868
train,dd_1186_rollout_003_prefix_0.json,dd_1186,3,0,yes,daily_dilemmas,906,1223
train,dd_1186_rollout_006_prefix_0.json,dd_1186,6,0,yes,daily_dilemmas,798,1073
train,dd_1186_rollout_027_prefix_1.json,dd_1186,27,1,no,daily_dilemmas,255,413
train,dd_1192_rollout_005_prefix_0.json,dd_1192,5,0,yes,daily_dilemmas,723,976
train,dd_1192_rollout_015_prefix_0.json,dd_1192,15,0,yes,daily_dilemmas,749,1036
train,dd_1192_rollout_016_prefix_0.json,dd_1192,16,0,yes,daily_dilemmas,908,1198
train,dd_1192_rollout_022_prefix_0.json,dd_1192,22,0,yes,daily_dilemmas,608,832
train,dd_1210_rollout_002_prefix_2.json,dd_1210,2,2,no,daily_dilemmas,201,333
train,dd_1210_rollout_010_prefix_3.json,dd_1210,10,3,no,daily_dilemmas,594,791
train,dd_1210_rollout_015_prefix_0.json,dd_1210,15,0,yes,daily_dilemmas,566,773
train,dd_1210_rollout_021_prefix_0.json,dd_1210,21,0,yes,daily_dilemmas,882,1131
train,dd_1210_rollout_023_prefix_2.json,dd_1210,23,2,no,daily_dilemmas,531,721
train,dd_1210_rollout_026_prefix_1.json,dd_1210,26,1,no,daily_dilemmas,440,616
train,dd_1227_rollout_005_prefix_0.json,dd_1227,5,0,yes,daily_dilemmas,648,902
train,dd_1227_rollout_008_prefix_0.json,dd_1227,8,0,no,daily_dilemmas,93,202
train,dd_1227_rollout_009_prefix_0.json,dd_1227,9,0,yes,daily_dilemmas,833,1120
train,dd_1227_rollout_017_prefix_1.json,dd_1227,17,1,yes,daily_dilemmas,838,1080
train,dd_1227_rollout_017_prefix_3.json,dd_1227,17,3,no,daily_dilemmas,373,528
train,dd_1227_rollout_023_prefix_2.json,dd_1227,23,2,no,daily_dilemmas,39,135
train,dd_1227_rollout_026_prefix_0.json,dd_1227,26,0,yes,daily_dilemmas,686,927
train,dd_1227_rollout_027_prefix_0.json,dd_1227,27,0,yes,daily_dilemmas,650,897
train,dd_1228_rollout_001_prefix_3.json,dd_1228,1,3,yes,daily_dilemmas,717,976
train,dd_1250_rollout_000_prefix_2.json,dd_1250,0,2,no,daily_dilemmas,468,667
train,dd_1250_rollout_002_prefix_2.json,dd_1250,2,2,no,daily_dilemmas,269,417
train,dd_1250_rollout_005_prefix_1.json,dd_1250,5,1,yes,daily_dilemmas,590,821
train,dd_1250_rollout_010_prefix_2.json,dd_1250,10,2,no,daily_dilemmas,436,634
train,dd_1250_rollout_017_prefix_1.json,dd_1250,17,1,no,daily_dilemmas,181,311
train,dd_1250_rollout_025_prefix_1.json,dd_1250,25,1,yes,daily_dilemmas,899,1169
train,dd_1253_rollout_011_prefix_0.json,dd_1253,11,0,yes,daily_dilemmas,620,858
train,dd_1270_rollout_006_prefix_0.json,dd_1270,6,0,yes,daily_dilemmas,953,1286
train,dd_1270_rollout_017_prefix_0.json,dd_1270,17,0,yes,daily_dilemmas,769,1049
train,dd_1270_rollout_022_prefix_0.json,dd_1270,22,0,yes,daily_dilemmas,861,1176
train,dd_1270_rollout_022_prefix_2.json,dd_1270,22,2,no,daily_dilemmas,386,604
train,dd_1270_rollout_025_prefix_0.json,dd_1270,25,0,yes,daily_dilemmas,882,1181
train,dd_1270_rollout_025_prefix_2.json,dd_1270,25,2,no,daily_dilemmas,217,372
train,dd_1270_rollout_026_prefix_1.json,dd_1270,26,1,no,daily_dilemmas,27,141
train,dd_1270_rollout_028_prefix_2.json,dd_1270,28,2,no,daily_dilemmas,107,235
train,dd_1274_rollout_000_prefix_1.json,dd_1274,0,1,no,daily_dilemmas,292,483
train,dd_1274_rollout_002_prefix_0.json,dd_1274,2,0,yes,daily_dilemmas,402,625
train,dd_1274_rollout_019_prefix_1.json,dd_1274,19,1,yes,daily_dilemmas,449,676
train,dd_1274_rollout_021_prefix_0.json,dd_1274,21,0,yes,daily_dilemmas,473,695
train,dd_1283_rollout_003_prefix_4.json,dd_1283,3,4,no,daily_dilemmas,320,497
train,dd_1283_rollout_006_prefix_1.json,dd_1283,6,1,yes,daily_dilemmas,1144,1525
train,dd_1283_rollout_009_prefix_1.json,dd_1283,9,1,no,daily_dilemmas,82,221
train,dd_1283_rollout_010_prefix_1.json,dd_1283,10,1,yes,daily_dilemmas,507,735
train,dd_1283_rollout_019_prefix_0.json,dd_1283,19,0,yes,daily_dilemmas,579,819
train,dd_1283_rollout_025_prefix_0.json,dd_1283,25,0,yes,daily_dilemmas,689,947
train,dd_1283_rollout_025_prefix_2.json,dd_1283,25,2,no,daily_dilemmas,34,147
train,dd_1284_rollout_000_prefix_2.json,dd_1284,0,2,no,daily_dilemmas,139,284
train,dd_1284_rollout_003_prefix_1.json,dd_1284,3,1,yes,daily_dilemmas,1179,1523
train,dd_1284_rollout_009_prefix_1.json,dd_1284,9,1,no,daily_dilemmas,358,563
train,dd_1284_rollout_010_prefix_0.json,dd_1284,10,0,yes,daily_dilemmas,1139,1548
train,dd_1284_rollout_010_prefix_4.json,dd_1284,10,4,no,daily_dilemmas,474,708
train,dd_1284_rollout_012_prefix_0.json,dd_1284,12,0,yes,daily_dilemmas,879,1189
train,dd_1284_rollout_024_prefix_0.json,dd_1284,24,0,yes,daily_dilemmas,619,887
train,dd_1285_rollout_008_prefix_0.json,dd_1285,8,0,no,daily_dilemmas,263,432
train,dd_1285_rollout_010_prefix_1.json,dd_1285,10,1,yes,daily_dilemmas,479,703
train,dd_1285_rollout_016_prefix_0.json,dd_1285,16,0,yes,daily_dilemmas,506,754
train,dd_1288_rollout_003_prefix_1.json,dd_1288,3,1,yes,daily_dilemmas,502,684
train,dd_1288_rollout_005_prefix_3.json,dd_1288,5,3,no,daily_dilemmas,218,341
train,dd_1288_rollout_016_prefix_1.json,dd_1288,16,1,yes,daily_dilemmas,495,692
train,dd_1288_rollout_017_prefix_1.json,dd_1288,17,1,yes,daily_dilemmas,828,1070
train,dd_1293_rollout_002_prefix_0.json,dd_1293,2,0,yes,daily_dilemmas,1015,1356
train,dd_1293_rollout_004_prefix_1.json,dd_1293,4,1,no,daily_dilemmas,187,328
train,dd_1293_rollout_008_prefix_1.json,dd_1293,8,1,no,daily_dilemmas,1079,1408
train,dd_1293_rollout_010_prefix_0.json,dd_1293,10,0,yes,daily_dilemmas,813,1093
train,dd_1293_rollout_014_prefix_0.json,dd_1293,14,0,yes,daily_dilemmas,678,937
train,dd_1293_rollout_021_prefix_1.json,dd_1293,21,1,no,daily_dilemmas,401,601
train,dd_1300_rollout_012_prefix_0.json,dd_1300,12,0,yes,daily_dilemmas,473,692
train,dd_1300_rollout_023_prefix_0.json,dd_1300,23,0,no,daily_dilemmas,86,228
train,dd_1300_rollout_025_prefix_0.json,dd_1300,25,0,no,daily_dilemmas,97,223
train,dd_1300_rollout_026_prefix_1.json,dd_1300,26,1,no,daily_dilemmas,375,589
train,dd_1305_rollout_002_prefix_1.json,dd_1305,2,1,yes,daily_dilemmas,613,883
train,dd_1305_rollout_008_prefix_0.json,dd_1305,8,0,no,daily_dilemmas,390,610
train,dd_1305_rollout_013_prefix_0.json,dd_1305,13,0,yes,daily_dilemmas,620,886
train,dd_1305_rollout_014_prefix_0.json,dd_1305,14,0,no,daily_dilemmas,286,475
train,dd_1305_rollout_021_prefix_0.json,dd_1305,21,0,yes,daily_dilemmas,515,754
train,dd_1307_rollout_027_prefix_0.json,dd_1307,27,0,yes,daily_dilemmas,639,894
train,dd_1310_rollout_004_prefix_0.json,dd_1310,4,0,no,daily_dilemmas,630,931
train,dd_1310_rollout_010_prefix_1.json,dd_1310,10,1,no,daily_dilemmas,86,201
train,dd_1310_rollout_014_prefix_0.json,dd_1310,14,0,yes,daily_dilemmas,769,1052
train,dd_1310_rollout_019_prefix_2.json,dd_1310,19,2,no,daily_dilemmas,318,488
train,dd_1310_rollout_024_prefix_0.json,dd_1310,24,0,no,daily_dilemmas,307,470
train,dd_1310_rollout_025_prefix_1.json,dd_1310,25,1,no,daily_dilemmas,107,221
train,dd_1310_rollout_027_prefix_0.json,dd_1310,27,0,yes,daily_dilemmas,482,697
train,dd_1313_rollout_007_prefix_0.json,dd_1313,7,0,yes,daily_dilemmas,557,781
train,dd_1313_rollout_014_prefix_0.json,dd_1313,14,0,yes,daily_dilemmas,805,1078
train,dd_1313_rollout_018_prefix_2.json,dd_1313,18,2,no,daily_dilemmas,285,452
train,dd_1340_rollout_012_prefix_2.json,dd_1340,12,2,no,daily_dilemmas,619,843
train,dd_1340_rollout_017_prefix_0.json,dd_1340,17,0,no,daily_dilemmas,397,579
train,dd_1340_rollout_028_prefix_1.json,dd_1340,28,1,no,daily_dilemmas,106,235
train,dd_1346_rollout_000_prefix_0.json,dd_1346,0,0,yes,daily_dilemmas,540,793
train,dd_1346_rollout_002_prefix_1.json,dd_1346,2,1,no,daily_dilemmas,130,261
train,dd_1346_rollout_004_prefix_1.json,dd_1346,4,1,yes,daily_dilemmas,667,911
train,dd_1346_rollout_007_prefix_1.json,dd_1346,7,1,yes,daily_dilemmas,648,900
train,dd_1346_rollout_016_prefix_0.json,dd_1346,16,0,no,daily_dilemmas,313,485
train,dd_1346_rollout_019_prefix_0.json,dd_1346,19,0,yes,daily_dilemmas,627,871
train,dd_1346_rollout_028_prefix_1.json,dd_1346,28,1,yes,daily_dilemmas,908,1197
train,gpqa_chem_000_rollout_004_prefix_1.json,gpqa_chem_000,4,1,yes,gpqa_chem,3739,6157
train,gpqa_chem_000_rollout_010_prefix_2.json,gpqa_chem_000,10,2,yes,gpqa_chem,3421,5919
train,gpqa_chem_000_rollout_016_prefix_0.json,gpqa_chem_000,16,0,yes,gpqa_chem,3925,6695
train,gpqa_chem_000_rollout_029_prefix_0.json,gpqa_chem_000,29,0,yes,gpqa_chem,2158,3756
train,gpqa_chem_001_rollout_004_prefix_1.json,gpqa_chem_001,4,1,no,gpqa_chem,9296,16179
train,gpqa_chem_001_rollout_005_prefix_7.json,gpqa_chem_001,5,7,no,gpqa_chem,409,918
train,gpqa_chem_001_rollout_009_prefix_0.json,gpqa_chem_001,9,0,yes,gpqa_chem,8615,14918
train,gpqa_chem_001_rollout_011_prefix_2.json,gpqa_chem_001,11,2,yes,gpqa_chem,6977,12149
train,gpqa_chem_001_rollout_011_prefix_3.json,gpqa_chem_001,11,3,no,gpqa_chem,2132,4225
train,gpqa_chem_001_rollout_012_prefix_1.json,gpqa_chem_001,12,1,no,gpqa_chem,1573,3022
train,gpqa_chem_001_rollout_015_prefix_0.json,gpqa_chem_001,15,0,no,gpqa_chem,7306,12941
train,gpqa_chem_001_rollout_016_prefix_1.json,gpqa_chem_001,16,1,no,gpqa_chem,4890,8753
train,gpqa_chem_001_rollout_022_prefix_1.json,gpqa_chem_001,22,1,no,gpqa_chem,924,1782
train,gpqa_chem_002_rollout_007_prefix_0.json,gpqa_chem_002,7,0,no,gpqa_chem,1495,3362
train,gpqa_chem_002_rollout_012_prefix_0.json,gpqa_chem_002,12,0,yes,gpqa_chem,6541,13227
train,gpqa_chem_002_rollout_013_prefix_0.json,gpqa_chem_002,13,0,yes,gpqa_chem,1097,2073
train,gpqa_chem_002_rollout_018_prefix_0.json,gpqa_chem_002,18,0,no,gpqa_chem,4277,9090
train,gpqa_chem_002_rollout_021_prefix_0.json,gpqa_chem_002,21,0,yes,gpqa_chem,1403,2503
train,gpqa_chem_002_rollout_022_prefix_0.json,gpqa_chem_002,22,0,yes,gpqa_chem,3283,6142
train,gpqa_chem_003_rollout_000_prefix_0.json,gpqa_chem_003,0,0,yes,gpqa_chem,5974,9331
train,gpqa_chem_003_rollout_005_prefix_2.json,gpqa_chem_003,5,2,no,gpqa_chem,2909,4580
train,gpqa_chem_003_rollout_009_prefix_0.json,gpqa_chem_003,9,0,yes,gpqa_chem,5240,8227
train,gpqa_chem_003_rollout_009_prefix_2.json,gpqa_chem_003,9,2,no,gpqa_chem,1385,2353
train,gpqa_chem_003_rollout_010_prefix_0.json,gpqa_chem_003,10,0,yes,gpqa_chem,5563,8439
train,gpqa_chem_003_rollout_022_prefix_1.json,gpqa_chem_003,22,1,no,gpqa_chem,5459,8428
train,gpqa_chem_003_rollout_026_prefix_0.json,gpqa_chem_003,26,0,yes,gpqa_chem,5265,7980
train,gpqa_chem_004_rollout_000_prefix_1.json,gpqa_chem_004,0,1,no,gpqa_chem,2058,4386
train,gpqa_chem_004_rollout_010_prefix_0.json,gpqa_chem_004,10,0,yes,gpqa_chem,4642,8817
train,gpqa_chem_004_rollout_012_prefix_0.json,gpqa_chem_004,12,0,yes,gpqa_chem,1935,4191
train,gpqa_chem_004_rollout_020_prefix_0.json,gpqa_chem_004,20,0,yes,gpqa_chem,4200,7925
train,gpqa_chem_005_rollout_000_prefix_1.json,gpqa_chem_005,0,1,no,gpqa_chem,3238,6254
train,gpqa_chem_005_rollout_003_prefix_2.json,gpqa_chem_005,3,2,no,gpqa_chem,3003,5501
train,gpqa_chem_005_rollout_004_prefix_4.json,gpqa_chem_005,4,4,no,gpqa_chem,2046,3830
train,gpqa_chem_005_rollout_011_prefix_0.json,gpqa_chem_005,11,0,yes,gpqa_chem,5734,11516
train,gpqa_chem_005_rollout_016_prefix_0.json,gpqa_chem_005,16,0,no,gpqa_chem,4784,9225
train,gpqa_chem_005_rollout_022_prefix_4.json,gpqa_chem_005,22,4,no,gpqa_chem,3908,7597
train,gpqa_chem_005_rollout_028_prefix_2.json,gpqa_chem_005,28,2,no,gpqa_chem,1339,2525
train,gpqa_chem_005_rollout_029_prefix_1.json,gpqa_chem_005,29,1,no,gpqa_chem,5455,10528
train,gpqa_chem_006_rollout_001_prefix_1.json,gpqa_chem_006,1,1,no,gpqa_chem,4243,7143
train,gpqa_chem_006_rollout_002_prefix_1.json,gpqa_chem_006,2,1,no,gpqa_chem,696,1352
train,gpqa_chem_006_rollout_028_prefix_0.json,gpqa_chem_006,28,0,yes,gpqa_chem,3434,5737
train,gpqa_chem_006_rollout_029_prefix_0.json,gpqa_chem_006,29,0,no,gpqa_chem,1030,1835
train,gpqa_chem_007_rollout_010_prefix_0.json,gpqa_chem_007,10,0,yes,gpqa_chem,1099,1964
train,gpqa_chem_007_rollout_020_prefix_0.json,gpqa_chem_007,20,0,yes,gpqa_chem,1537,2560
train,gpqa_chem_008_rollout_006_prefix_0.json,gpqa_chem_008,6,0,yes,gpqa_chem,1411,2060
train,gpqa_chem_008_rollout_012_prefix_0.json,gpqa_chem_008,12,0,yes,gpqa_chem,1692,2463
train,gpqa_chem_008_rollout_017_prefix_1.json,gpqa_chem_008,17,1,no,gpqa_chem,1745,2426
train,gpqa_chem_009_rollout_009_prefix_1.json,gpqa_chem_009,9,1,yes,gpqa_chem,869,2179
train,gpqa_chem_009_rollout_017_prefix_0.json,gpqa_chem_009,17,0,yes,gpqa_chem,523,1229
train,gpqa_chem_009_rollout_021_prefix_1.json,gpqa_chem_009,21,1,no,gpqa_chem,246,558
train,gpqa_chem_010_rollout_011_prefix_2.json,gpqa_chem_010,11,2,no,gpqa_chem,1127,1733
train,gpqa_chem_011_rollout_010_prefix_2.json,gpqa_chem_011,10,2,no,gpqa_chem,2133,4171
train,gpqa_chem_011_rollout_026_prefix_1.json,gpqa_chem_011,26,1,yes,gpqa_chem,478,1029
train,gpqa_chem_011_rollout_029_prefix_1.json,gpqa_chem_011,29,1,yes,gpqa_chem,6283,11578
train,gpqa_chem_012_rollout_002_prefix_1.json,gpqa_chem_012,2,1,no,gpqa_chem,1151,2049
train,gpqa_chem_012_rollout_005_prefix_1.json,gpqa_chem_012,5,1,no,gpqa_chem,2059,3624
train,gpqa_chem_012_rollout_012_prefix_3.json,gpqa_chem_012,12,3,no,gpqa_chem,2156,3770
train,gpqa_chem_012_rollout_012_prefix_5.json,gpqa_chem_012,12,5,no,gpqa_chem,356,864
train,gpqa_chem_012_rollout_017_prefix_2.json,gpqa_chem_012,17,2,no,gpqa_chem,345,850
train,gpqa_chem_012_rollout_020_prefix_2.json,gpqa_chem_012,20,2,no,gpqa_chem,2034,3466
train,gpqa_chem_012_rollout_022_prefix_0.json,gpqa_chem_012,22,0,yes,gpqa_chem,4728,7485
train,gpqa_chem_012_rollout_023_prefix_5.json,gpqa_chem_012,23,5,no,gpqa_chem,2647,4205
train,gpqa_chem_013_rollout_001_prefix_2.json,gpqa_chem_013,1,2,no,gpqa_chem,1663,2686
train,gpqa_chem_013_rollout_004_prefix_0.json,gpqa_chem_013,4,0,no,gpqa_chem,2081,3514
train,gpqa_chem_013_rollout_023_prefix_0.json,gpqa_chem_013,23,0,yes,gpqa_chem,5725,9129
train,gpqa_chem_013_rollout_028_prefix_1.json,gpqa_chem_013,28,1,yes,gpqa_chem,5403,8956
train,gpqa_chem_013_rollout_028_prefix_2.json,gpqa_chem_013,28,2,no,gpqa_chem,4158,7016
train,gpqa_chem_014_rollout_008_prefix_0.json,gpqa_chem_014,8,0,yes,gpqa_chem,2755,4491
train,gpqa_chem_014_rollout_020_prefix_3.json,gpqa_chem_014,20,3,no,gpqa_chem,163,411
train,gpqa_chem_014_rollout_028_prefix_1.json,gpqa_chem_014,28,1,yes,gpqa_chem,4900,7526
train,gpqa_chem_015_rollout_000_prefix_2.json,gpqa_chem_015,0,2,no,gpqa_chem,321,830
train,gpqa_chem_015_rollout_003_prefix_0.json,gpqa_chem_015,3,0,yes,gpqa_chem,4064,7183
train,gpqa_chem_015_rollout_015_prefix_0.json,gpqa_chem_015,15,0,yes,gpqa_chem,3608,6597
train,gpqa_chem_015_rollout_015_prefix_1.json,gpqa_chem_015,15,1,no,gpqa_chem,1353,2745
train,gpqa_chem_015_rollout_022_prefix_0.json,gpqa_chem_015,22,0,yes,gpqa_chem,2676,4774
train,gpqa_chem_015_rollout_023_prefix_0.json,gpqa_chem_015,23,0,yes,gpqa_chem,3736,6644
train,gpqa_chem_016_rollout_000_prefix_1.json,gpqa_chem_016,0,1,no,gpqa_chem,1883,3259
train,gpqa_chem_016_rollout_016_prefix_0.json,gpqa_chem_016,16,0,yes,gpqa_chem,1445,2734
train,gpqa_chem_016_rollout_028_prefix_2.json,gpqa_chem_016,28,2,no,gpqa_chem,588,1159
train,gpqa_chem_016_rollout_029_prefix_0.json,gpqa_chem_016,29,0,yes,gpqa_chem,1845,3096
train,gpqa_chem_017_rollout_005_prefix_0.json,gpqa_chem_017,5,0,yes,gpqa_chem,719,1510
train,gpqa_chem_017_rollout_022_prefix_0.json,gpqa_chem_017,22,0,yes,gpqa_chem,758,1696
train,gpqa_chem_018_rollout_000_prefix_2.json,gpqa_chem_018,0,2,no,gpqa_chem,1215,2322
train,gpqa_chem_018_rollout_013_prefix_2.json,gpqa_chem_018,13,2,yes,gpqa_chem,1947,3507
train,gpqa_chem_018_rollout_017_prefix_1.json,gpqa_chem_018,17,1,no,gpqa_chem,2438,4074
train,gpqa_chem_019_rollout_001_prefix_2.json,gpqa_chem_019,1,2,no,gpqa_chem,1086,2557
train,gpqa_chem_019_rollout_003_prefix_0.json,gpqa_chem_019,3,0,yes,gpqa_chem,2711,5443
train,gpqa_chem_019_rollout_007_prefix_2.json,gpqa_chem_019,7,2,no,gpqa_chem,27,555
train,gpqa_chem_019_rollout_009_prefix_1.json,gpqa_chem_019,9,1,no,gpqa_chem,907,2312
train,gpqa_chem_019_rollout_013_prefix_1.json,gpqa_chem_019,13,1,yes,gpqa_chem,4032,7349
train,gpqa_chem_019_rollout_026_prefix_0.json,gpqa_chem_019,26,0,yes,gpqa_chem,1835,4383
train,gpqa_chem_019_rollout_029_prefix_0.json,gpqa_chem_019,29,0,yes,gpqa_chem,4236,7772
train,gpqa_chem_020_rollout_009_prefix_0.json,gpqa_chem_020,9,0,yes,gpqa_chem,1177,2379
train,gpqa_chem_020_rollout_010_prefix_0.json,gpqa_chem_020,10,0,yes,gpqa_chem,687,1485
train,gpqa_chem_020_rollout_016_prefix_1.json,gpqa_chem_020,16,1,yes,gpqa_chem,4174,7426
train,gpqa_chem_020_rollout_020_prefix_0.json,gpqa_chem_020,20,0,yes,gpqa_chem,1167,2382
train,gpqa_chem_020_rollout_024_prefix_0.json,gpqa_chem_020,24,0,yes,gpqa_chem,1782,3353
train,gpqa_chem_020_rollout_026_prefix_0.json,gpqa_chem_020,26,0,yes,gpqa_chem,1292,2720
train,gpqa_chem_020_rollout_028_prefix_0.json,gpqa_chem_020,28,0,yes,gpqa_chem,2081,3873
train,gpqa_chem_021_rollout_005_prefix_0.json,gpqa_chem_021,5,0,yes,gpqa_chem,276,512
train,gpqa_chem_021_rollout_016_prefix_0.json,gpqa_chem_021,16,0,yes,gpqa_chem,234,445
train,gpqa_chem_021_rollout_022_prefix_0.json,gpqa_chem_021,22,0,no,gpqa_chem,98,255
train,gpqa_chem_022_rollout_002_prefix_0.json,gpqa_chem_022,2,0,yes,gpqa_chem,6309,10464
train,gpqa_chem_022_rollout_006_prefix_0.json,gpqa_chem_022,6,0,yes,gpqa_chem,3023,5028
train,gpqa_chem_022_rollout_015_prefix_0.json,gpqa_chem_022,15,0,yes,gpqa_chem,4724,8510
train,gpqa_chem_022_rollout_020_prefix_0.json,gpqa_chem_022,20,0,yes,gpqa_chem,3132,5443
train,gpqa_chem_022_rollout_022_prefix_0.json,gpqa_chem_022,22,0,yes,gpqa_chem,3528,6199
train,gpqa_chem_022_rollout_028_prefix_0.json,gpqa_chem_022,28,0,yes,gpqa_chem,5004,8313
train,gpqa_chem_023_rollout_002_prefix_0.json,gpqa_chem_023,2,0,no,gpqa_chem,218,553
train,gpqa_chem_023_rollout_010_prefix_1.json,gpqa_chem_023,10,1,no,gpqa_chem,6080,10790
train,gpqa_chem_023_rollout_017_prefix_0.json,gpqa_chem_023,17,0,yes,gpqa_chem,6068,10988
train,gpqa_chem_023_rollout_019_prefix_0.json,gpqa_chem_023,19,0,no,gpqa_chem,2991,4952
train,gpqa_chem_023_rollout_025_prefix_5.json,gpqa_chem_023,25,5,no,gpqa_chem,757,1390
train,gpqa_chem_024_rollout_002_prefix_1.json,gpqa_chem_024,2,1,no,gpqa_chem,138,584
train,gpqa_chem_024_rollout_010_prefix_0.json,gpqa_chem_024,10,0,yes,gpqa_chem,2849,5394
train,gpqa_chem_024_rollout_015_prefix_1.json,gpqa_chem_024,15,1,yes,gpqa_chem,3397,6369
train,gpqa_chem_024_rollout_019_prefix_0.json,gpqa_chem_024,19,0,yes,gpqa_chem,673,1641
train,gpqa_chem_024_rollout_019_prefix_1.json,gpqa_chem_024,19,1,yes,gpqa_chem,653,1599
train,gpqa_chem_024_rollout_021_prefix_0.json,gpqa_chem_024,21,0,yes,gpqa_chem,1548,3500
train,gpqa_chem_024_rollout_028_prefix_1.json,gpqa_chem_024,28,1,no,gpqa_chem,3119,5582
train,gpqa_chem_025_rollout_001_prefix_0.json,gpqa_chem_025,1,0,yes,gpqa_chem,4305,7491
train,gpqa_chem_025_rollout_022_prefix_0.json,gpqa_chem_025,22,0,yes,gpqa_chem,4409,8008
train,gpqa_chem_026_rollout_002_prefix_2.json,gpqa_chem_026,2,2,no,gpqa_chem,945,1776
train,gpqa_chem_026_rollout_004_prefix_1.json,gpqa_chem_026,4,1,no,gpqa_chem,326,813
train,gpqa_chem_026_rollout_009_prefix_0.json,gpqa_chem_026,9,0,yes,gpqa_chem,6926,10529
